code,mda_code,agency,ergp_line_item,status,amount,mandate_alignment,alignment,reason,predicted_class,prob_outside,prob_within,flag_for_review
ERGP27224679,521022001,"NATIONAL POST GRADUATE MEDICAL COLLEGE OF NIGERIA-
IJANIKIN LAGOS",CONSTRUCTION OF GUEST CHARLETS,ONGOING,67955300.00,Within MDA Mandate,YES,Assessment pending,1,0.000413677,0.9995863,FALSE
ERGP25203358,521025001,COMMUNITY HEALTH TUTOR PROGRAMME UCH,EXTENSION OF CLASSROOMS AND DEMONSTRATION ROOMS FOR STUDENTS,ONGOING,191800000.00,Within MDA Mandate,YES,Assessment pending,1,0.000362498,0.9996375,FALSE
ERGP25230550,521025001,COMMUNITY HEALTH TUTOR PROGRAMME UCH,PROVISION OF 60KVA SOLAR INVERTER SYSTEM FOR ADMINISTRATIVE BLOCK & HOSTEL (NEW),ONGOING,76638616.00,Within MDA Mandate,YES,Assessment pending,1,0.000396923,0.9996031,FALSE
ERGP25115350,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,EXTENSION / EQUIPPING OF EMERGENCY CLINIC (PHASE 1),ONGOING,17385462.00,Within MDA Mandate,YES,Assessment pending,1,0.000454842,0.99954516,FALSE
ERGP25115358,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,COMPLETION / FURNISHING OF HOUSE OFFICERS RESIDENCE III (PHASE 1),ONGOING,36842263.00,Within MDA Mandate,YES,Assessment pending,1,0.000449274,0.99955076,FALSE
ERGP25146279,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"ACTIVATION OF UCH HOSPITAL, OKUKU, OSUN STATE",ONGOING,11123644.00,Outside MDA Mandate,NO,Assessment pending,0,0.9822957,0.017704261,TRUE
ERGP25149121,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION OF CARDIAC BUILDING,ONGOING,105000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000408662,0.9995913,FALSE
ERGP25149122,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION OF SICKLE CELL CENTRE,ONGOING,161000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000414162,0.9995858,FALSE
ERGP25149123,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,GENERAL RENOVATION OF THE HOSPITAL,ONGOING,227500000.00,Within MDA Mandate,YES,Assessment pending,1,0.000458418,0.99954164,FALSE
ERGP25167818,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION AND EQUIPPING OF FIRE STATION,ONGOING,71621221.00,Within MDA Mandate,YES,Assessment pending,1,0.000434853,0.9995652,FALSE
ERGP25167822,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROCUREMENT OF UTILITY VEHICLES,ONGOING,245000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000443078,0.99955696,FALSE
ERGP25167840,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROCUREMENT OF MEDICAL EQUIPMENTS (NEURO AND SPINE SURGERY SET, 1NO. ANAESTHETIC MACHINE, 2NO. CARDIAC MONITOR, AN OPHTHAMALMIC OPERATING MICROSCOPE S. MICROTOME MACHINE, 2NOS. EMBEDDING MACHINE, 2NOS. TISSUE HOT PLATE, 2NOS. FLOATING BATH, 1NO. POTTY BOY EMBALMING MACHINE, INDUSTRIAL WASHING MACHINE, ETC).",ONGOING,425250000.00,Within MDA Mandate,YES,Assessment pending,1,0.000451866,0.99954814,FALSE
ERGP25167843,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF ANATOMY LABORATORY AND COMPUTER
STUDIO",ONGOING,35945000.00,Within MDA Mandate,YES,Assessment pending,1,0.000424076,0.9995759,FALSE
ERGP25167849,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION AND FURNISHING OF NHIS BUILDING,ONGOING,21000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000421083,0.9995789,FALSE
ERGP25167850,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,EXTENSION OF UCH HOSPICE & PALLIATIVE CARE CENTRE,ONGOING,146442691.00,Within MDA Mandate,YES,Assessment pending,1,0.000434211,0.9995658,FALSE
ERGP25167856,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION OF WATER TREATMENT PLANT,ONGOING,35000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00043203,0.9995679,FALSE
ERGP25168025,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,EXTENSION OF OUTPATIENT CLINICS BUILDING,ONGOING,420000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000427624,0.99957234,FALSE
ERGP25178750,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"RECONSTRUCTION & EQUIPPING OF SCHOOL OF BIOMEDICAL
ENGINEERING",ONGOING,72783130.00,Within MDA Mandate,YES,Assessment pending,1,0.000427785,0.9995722,FALSE
ERGP25203750,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,EXTENSION OF DENTAL CLINIC,ONGOING,14000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000412147,0.99958783,FALSE
ERGP25203797,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROCUREMENT OF OFFICE EQUIPMENTS (PHOTOCOPIERS,
DESKSTOP COMPUTERS, LAPTOPS, PRINTERS, FURNITURES, FITTINGS ETC)",ONGOING,84000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00042803,0.999572,FALSE
ERGP25217326,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,REPAIR OF COLLAPSED SEWAGE SYSTEM,ONGOING,112000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000436469,0.9995635,FALSE
ERGP25217332,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"COMPLETION, FURNISHING FITTING AND EQUIPMENT OF A NEW ACCIDENT AND EMERGENCY BUILDING AT UNIVERSITY
TEACHING HOSPITAL IBADAN OYO STATE",ONGOING,70000000.00,Within MDA Mandate,YES,Assessment pending,1,0.008912542,0.9910875,FALSE
ERGP25217337,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,COMPLETION AND FURNISHING OF THE GLAUCOMA CENTRE INSIDE UCH IN IBADAN NORTH,ONGOING,105041151.00,Within MDA Mandate,YES,Assessment pending,1,0.000480345,0.9995197,FALSE
ERGP25217359,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF SOLAR INVERTER FOR ,WARDS, CLINIC AND LABORATORY IN UNIVERSITY COLLEGE HOSPITAL, IBADAN",ONGOING,70000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000408002,0.999592,FALSE
ERGP25217383,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,COMPLETETIOINOF HOUSE OFFICERS RESIDENCES,ONGOING,3500000.00,Within MDA Mandate,YES,Assessment pending,1,0.000433488,0.9995665,FALSE
ERGP25229932,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROCUREMENT OF FIRE TRUCK.,ONGOING,210000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000437156,0.9995628,FALSE
ERGP25230001,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROCUREMENT AND INSTALLATION OF 400KVA SOUNDPROOF GENERATOR FOR THEATRE,ONGOING,70000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000433309,0.99956673,FALSE
ERGP25230072,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROCUREMENT OF 5MVA TRANSFORMER AND REHABILITATION
OF 7.5MVA TRANSFORMER.",ONGOING,266000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000685474,0.99931455,FALSE
ERGP25232875,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF BIOAVAILABILITY / BIOEQUIVALENCE
CENTRE",ONGOING,35000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000433388,0.9995666,FALSE
ERGP25237161,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROCUREMENT AND INSTALLLATION OF MEDICAL EQUIPMENT (INCLUSIVE OF SHIPPING, CLEARING, DELIVERY AND TRAINING) CONSUMABLES IN UNIVERSITY COLLEGE HOSPITAL IBADAN",ONGOING,5101421110.00,Within MDA Mandate,YES,Assessment pending,1,0.000413567,0.9995864,FALSE
ERGP25237162,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"REFURBISHMENT, FIXTURE AND FITTINGS OF THE EXISTING FACILITIES FOR THE NWLY PROCURED MEDICAL EQUIPMENT IN
UNIVERSITY COLLEGE HOSPITAL IBADAN",ONGOING,765213167.00,Within MDA Mandate,YES,Assessment pending,1,0.000410102,0.99958986,FALSE
ERGP25237163,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"GENERAL RENNOVATION OF THE HOSPITAL IN UNIVERSITY
COLLEGE HOSPITAL IBADAN",ONGOING,765213167.00,Within MDA Mandate,YES,Assessment pending,1,0.000420436,0.9995796,FALSE
ERGP25237164,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PRROCUREMENT OF 40KVA UPS FOR 21 PATIENT LIFT AND INVERTER BATTERIES,,30100000.00,Within MDA Mandate,YES,Assessment pending,1,0.00044079,0.9995592,FALSE
ERGP25237165,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"SUPPLY OF MEDICAL EQUIPMENT/DRUGS TO SELECTED
HEALTHCARE CENTRE AND HOSPITAL IN THE FEDERATION",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997304,0.000269528,TRUE
ERGP25237166,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"SUPPLY/PROVISION OF MEDICAL EQUIPMENT & DRUGS IN SELECTED HOSPITAL & HEALTHCARE CENTRE IN RURAL FARMING COMMUNITIES SELLECTED FROM SOUTH SOUTH
REGION",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.999818,0.00018201,TRUE
ERGP25237167,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROCUREMENT OF HOSPITAL AMBULANCE FOR EMPOWERMENT FOR MATERNITY / HEALTH CENTRES IN VARIOUS AREAS OF SOUTH EAST AND SOUTH SOUTH ZONES,ONGOING,3500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9987514,0.00124858,TRUE
ERGP25237168,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,UPGRADING AND EQUIPPING OF MEDICAL LABORATORIES IN SOME SELECTED MEDICAL CENTRES IN SOUTH-SOUTH,ONGOING,1960000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99924767,0.000752329,TRUE
ERGP25237169,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION MATERNITY HOME ,HEALTHCARE CENTRE AND
HOSPITAL IN EGBELE,EROH,UROH AND SELECTED COMMUNITIES OF THE FEDERATION (LOT 1-10)",ONGOING,3500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99979347,0.000206561,TRUE
ERGP25237170,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"FENCING AND LANSCAPING OF INTENSIVE CARE UNIT AND
AMENITIES CENTRE, ARAMOKO, EKITI STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998215,0.000178535,TRUE
ERGP25237171,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"FENCING AND LANSCAPING OF INTENSIVE CARE UNIT AND
AMENITIES CENTRE, IJERO, EKITI STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998198,0.000180221,TRUE
ERGP25237172,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"FENCING AND LANSCAPING OF INTENSIVE CARE UNIT AND
AMENITIES CENTRE EFON ALAYE, EKITI STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99981767,0.000182373,TRUE
ERGP25237173,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF MALE AND FEMALE NYSC QUARTERS AT GOVERNMENT SCIENCE COLLEGE, IYIN EKITI",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99981517,0.00018489,TRUE
ERGP25237174,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION AND PROVISION OF MEDICAL FACILITIES FOR GENERAL HOSPITAL IN A SELECTED LOCATION OF SOUTH WEST STATE LOT 1-4,ONGOING,1400000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998276,0.000172346,TRUE
ERGP25237175,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"SUPPLY OF MEDICAL EQUIPMENT IN SELECTED HEALTHCARE CENTRE AND HOSPITAL IN ITELE, REMO, WASIMI,IMASAYI ,
MOWE& IFOYINTEDO COMMUNITIES",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99980885,0.00019114,TRUE
ERGP25237176,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"COMPLETION, FINISHING, FITTING AND ACESSARY OF THE CONSTRUCTION OF NEW ACCIDENT AND EMERGENCY
BUILDING UNIVERSITY TEACHING HOSPITAL",ONGOING,175000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000426104,0.9995739,FALSE
ERGP25237177,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROVISION OF MINIGRID TO ENERGY COMMISION,ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99909043,0.00090959,TRUE
ERGP20277800,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"DEVELOPMENT OF MEDICAL FACILITY (MATERNITY HOME), EQUIPPING AND MEDICAL OUTREACHES FOR SELECTED COMMUNITIES IN  SIX GEO-POLITICAL ZONE IN NIGERIA(LOT 1-
5)",ONGOING,5000000000.00,Within MDA Mandate,YES,Assessment pending,1,0.15532376,0.84467626,FALSE
ERGP20277801,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF  MATERNITY HOME AND MEDICAL OUTREACHES  IN SELECTED COMMUNITIES OF TE FEDERATION
(LOT 1-5)",ONGOING,5000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99403656,0.005963405,TRUE
ERGP20277802,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION AND REHABILITATION OF ROADS IN AGRO PROCESSING COMMUMITIES OF THE NATION (MULTIPLE LOTS),ONGOING,4600000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998361,0.000163921,TRUE
ERGP20277803,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION AND SUPPLY OF EMPOWERMENT ITEMS TO MALE ENTERPRENEURS IN SELECTED COMMUNITIES IN SOUTH WEST. -
MULTIPLE LOTS",ONGOING,3300000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982446,0.000175586,TRUE
ERGP20277804,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF MAJOR ROADS AND CHANNELISATION OF EROSION IN VARIOUS COMMUMITIES OF THE NATION
(MULTIPLE LOTS)",ONGOING,3800000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998332,0.000166729,TRUE
ERGP20277805,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION AND REHABILITATION OF OLD OR DAMAGED SOLAR POWERED STREET LIGHT IN SELECTED LOCATIONS OF
THE NATION - MULTIPLE LOTS",ONGOING,3300000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998386,0.000161374,TRUE
ERGP20277806,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"FULL CONSTRUCTION OF ROADS AND CULVERTS TO EASE
MOVEMENT OF FARM PRODUCE TO MARKETS IN VARIOUS LOCATIONS (LOT 1 - 5)",ONGOING,3300000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998259,0.000174158,TRUE
ERGP20277807,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF EQUIPMENT AND DIAGNOSTIC INSTRUMENTS FOR GENERAL HOSPITAL, AYETORO, YEWA NORTH, OGUN STATE",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998274,0.000172622,TRUE
ERGP20277808,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF PRIMARY HEALTH CENTRE, ITORI, ABEOKUTA SOUTH FEDERAL CONSTITUENCY, OGUN STATE",,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998375,0.000162491,TRUE
ERGP20277809,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF INTEGRATED STREET LIGHTS FOR LIGNTENING UP VARIOUS LOCATIONS IN IBATEFIN AND IDIROKO RURAL
COMMUNITIES",ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160217,TRUE
ERGP20277810,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION OF BLOCKS OF CLASSROOMS IN SELECTED SCHOOLS IN IPOKIA LG,ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983954,0.000160425,TRUE
ERGP20277811,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PURCHASE OF MEDICAL EQUIPMENT, TRAINING AND MEDICAL CONSUMABLES TO OGBOMOSO NORTH/SOUTH/ORIRE FEDERAL CONSTITUENCY, OYO STATE",ONGOING,200000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.999569,0.000430936,TRUE
ERGP20277812,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"RENOVATION  AND EQUIPPING OF MEDICAL FACILITIES IN
SOME SELECTED LOCATION  IN SOUTH-SOUTH, NIGERIA",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99951696,0.000483093,TRUE
ERGP20277813,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"BUILDING AND EQUIPPING OF MATERNITY HOME, HOSPITALS AND HEALTH CARE CENTRE OF SELECETD COMMUNIIES OF THE
FEDERATION (LOT 1-3)",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997985,0.000201491,TRUE
ERGP20277814,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROCUREMENT OF HOSPITAL AMBULANCE FOR MATERNITY /
HEALTH CENTRES IN VARIOUS  AREAS OF SOUTH EAST AND SOUTH SOUTH ZONES (LOT 1-10)",ONGOING,2800000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9992021,0.00079789,TRUE
ERGP20277815,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,PROVISION OF MEDICAL EQUIPMENT & DRUGS IN SELECTED MATERNITY & HEALTHCARE CENTRE IN RURAL FARMING COMMUNITIES SELLECTED FROM SOUTH SOUTH REGION  (LOT 1 6),ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997613,0.00023869,TRUE
ERGP20277816,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF MATERNITY HOME , HEALTHCARE CENTRE
IN  SELECTED COMMUNITIES OF SOUTHERN STATE (BATCH 1(A-E))",ONGOING,3500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998253,0.000174673,TRUE
ERGP20277817,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,RENOVATION OF PRIMARY HEALTH CENTRE IN SOME SELECTED LOCATION OF SOUTH-WEST STATE (BATCH 1(A-J)),ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998267,0.000173322,TRUE
ERGP20277818,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION AND REHABILITATION OF RURAL ACCESS ROADS IN SELECTED STATES ACROSS THE NATION  (MULTIPLE
LOTS)",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983704,0.000162912,TRUE
ERGP20277819,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF MODERN BLOCKS OF CLASSROOMS FOR
STUDENTS IN SELECTED RURAL COMMUNITIES ACROSS DIFFERENT STATES (LOT 1-6)",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99965155,0.000348391,TRUE
ERGP20277820,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION AND DEVELOPMENT OF MEDICAL FACILITIES IN DIFFERENT FARMING COMMUNITIES ACROSS THE NATION (LOT 1-4),ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997993,0.000200681,TRUE
ERGP20277821,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF ROADS CONNECTING FARMING
SETTLEMENTS IN SOUTH WEST (LOT 1-5)",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998349,0.000165134,TRUE
ERGP20277822,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,DEVELOPMENT OF CLIMATE ADAPTIVE RURAL FARM ROADS TO CURB THE ADVERSE EFFECT OF CLIMATE CHANGE IN SELECTED STATES OF THE FEDERATION (MULTIPLE LOTS),ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998293,0.000170667,TRUE
ERGP20277823,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,CONSTRUCTION OF RURAL MARKET AND STORES IN DIFFERENT LOCATIONS IN SOUTH WEST (LOT 1-5),ONGOING,1750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998318,0.000168178,TRUE
ERGP20277824,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION AND REFURNISHING OF SKILL ACQUISITION CENTERS IN DIFFERENT LOCATIONS IN SOUTH WEST (MULTIPLE
LOTS)",ONGOING,1750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.98640186,0.013598176,TRUE
ERGP20277825,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"CONSTRUCTION OF FEEDER FARM ROADS TO ENHANCE MOVEMENT OF FARM PRODUCE IN VARIOUS COMMUNITIES
(LOT 1-6)",ONGOING,1750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983144,0.00016856,TRUE
ERGP20277826,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF FURNITURE, BEDS, AND DEDICATED SOLAR POWER AT THE INTENSIVE CARE UNIT AND AMENITIES CENTRE, FEDERAL UNIVERSITY OF TECHNOLOGY AND ENVIRONMENTAL
SCIENCES, IYIN EKITI",ONGOING,950000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9989967,0.001003342,TRUE
ERGP20277827,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF MEDICAL AND SURGICAL EQUIPMENT’S AT THE INTENSIVE CARE UNIT AND AMENITIES CENTRE, FEDERAL UNIVERSITY OF TECHNOLOGY AND ENVIRONMENTAL
SCIENCES, IYIN EKITI",ONGOING,1500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99734527,0.00265471,TRUE
ERGP20277828,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"BUILDING OF NATIONAL SPORTS, WELLNESS AND DIGITAL INNOVATION HUB (PLAYWORKS INITIATIVE) - PHASE I",ONGOING,1500000000.00,Within MDA Mandate,YES,Assessment pending,1,0.001040348,0.99895966,FALSE
ERGP20277829,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF MRI MACHINE AND LABORATORY EQUIPMENT’S AT THE DIAGNOSTIC LABORATORY, FEDERAL UNIVERSITY OF TECHNOLOGY AND ENVIRONMENTAL SCIENCES, IYIN EKITI",,3000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9893573,0.010642711,TRUE
ERGP20277830,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF CITISCAN MACHINE AND OTHER LABORATORY EQUIPMENT’S AT THE DIAGNOSTIC LABORATORY OF THE FEDERAL UNIVERSITY OF TECHNOLOGY AND ENVIRONMENTAL
SCIENCES, IYIN EKITI",ONGOING,2000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.98811114,0.011888924,TRUE
ERGP20277831,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF CARDIOLOGY AND CATHLAB EQUIPMENT’S AT
THE FEDERAL UNIVERSITY OF TECHNOLOGY AND ENVIRONMENTAL SCIENCES, IYIN EKITI",ONGOING,2000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9960943,0.003905718,TRUE
ERGP20277832,521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,"PROVISION OF MEDICAL AND SURGICAL EQUIPMENT’S, AND PROVISION OF DEDICATED SOLAR POWER AT THE INTENSIVE CARE UNIT AND AMENITIES CENTRE, EKITI STATE UNIVERSITY
TEACHING HOSPITAL (EKSUTH), ADO EKITI",ONGOING,1500000000.00,Within MDA Mandate,YES,Assessment pending,1,0.004410589,0.9955894,FALSE
ERGP25138540,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,INFRASTRUCTURAL UPGRADE,ONGOING,1750000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000393388,0.99960667,FALSE
ERGP25153772,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,PROCUREMENT OF MEDICAL EQUIPMENT [PHASE II],ONGOING,840000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000397045,0.999603,FALSE
ERGP25233548,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,PROVISION OF RADIODIAGNOSTIC CENTER [PHASE 1],ONGOING,5270463520.00,Within MDA Mandate,YES,Assessment pending,1,0.0003901,0.9996099,FALSE
ERGP25241191,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,"CONSTRUCTION OF CAR PARK AND EXTERNAL WORKS OF NEW OUTPATIENT CENTER, LUTH LOT 1-3",,1470000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00038481,0.9996152,FALSE
ERGP25241192,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,"PROVISION OF ADDITIONAL MEDICAL EQUIPMENT AND
FURNITURE FOR NEW OUTPATIENT CENTER LOT 1-7",ONGOING,2450000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000389658,0.99961036,FALSE
ERGP25241193,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,"CONSTRUCTION AND EQUIPPING OF NEW OUTPATIENT CENTRE
AT YABA RHEUMATOLOGY CLINIC IN LAGOS UNIVERSITY TEACHING HOSPITAL",ONGOING,1020284222.00,Within MDA Mandate,YES,Assessment pending,1,0.000377987,0.999622,FALSE
ERGP25241196,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,"RENNOVATION AND EQUIPPING OF OLD OUTPATIENT
BUILDING IN LAGOS UNIVERSITY TEACHING HOSPITAL",ONGOING,1530426333.00,Within MDA Mandate,YES,Assessment pending,1,0.000369819,0.9996302,FALSE
ERGP25241197,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,"CONSTRUCTION AND EQUIPPING OF A NEW MULTIPURPOSE HALL AT LUTH OUTPOST, PAKOTO IN LAGOS UNIVERSITY
TEACHING HOSPITAL",ONGOING,1020284222.00,Within MDA Mandate,YES,Assessment pending,1,0.000385801,0.9996141,FALSE
ERGP25241198,521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,PROCUREMENT OF ENDOSCOPIC LNSTRUMENT IN LAGOS UNIVERSITY TEACHING HOSPITAL,ONGOING,1020284222.00,Within MDA Mandate,YES,Assessment pending,1,0.000379124,0.9996208,FALSE
