code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP1245938,CONSTRUCTION OF ICT CENTERS IN SELECTED COMMUNITIES IN DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3487,65.13
ERGP1245939,PROCUREMENT OF TRACTORS AND EQUIPMENT FOR FARMERS ACROSS DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3351,66.49
ERGP1245940,CONSTRUCTION OF 1 KM ACCESS ROAD IN IDUMUJE UGBOKO IN DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.3581,64.19
ERGP1245941,CONSTRUCTION AND RENOVATION OF CLASSROOM BLOCKS IN SCHOOLS ACROSS SELECTED COMMUNITIES IN DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.2969,70.31
ERGP1245942,ESTABLISHMENT OF FISH FARMS AND PROCUREMENT OF FERTILIZERS ACROSS DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.27,73.0
ERGP1245943,CONSTRUCTION OF MARKETS (OPEN AND LOCKED UP STORES) ACROSS DELTA NORTH SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,105000000.0,0.3071,69.29
ERGP1245944,"SUPPLY OF AGRICULTURAL IMPLEMENTS, FERTILIZER, PESTICIDES AND HERBICIDES TO FARMERS ACROSS SELECTED TOWNS IN EKITI NORTH SENATORIAL DISTRICT, EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3237,67.63
ERGP1245945,"COMPLETION AND EQUIPPING OF ICT CENTRE AT OMUO EKITI, EKITI EAST LOCAL GOVERNMENT OF EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.4616,53.84
ERGP1245946,"COMPLETION OF CIVIC CENTER, IN ISE EKITI, EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4602,53.98
ERGP1245947,"RENOVATION AND RECONSTRUCTION OF PALACES ACROSS THE 6 LGA IN EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2728,72.72
ERGP1245948,CONSTRUCTION AND FURNISHING OF SCHOOLS IN SELECTED COMMUNITIES IN KOGI EAST SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.4546,54.54
ERGP1245949,REHABILITATION OF FARM/COMMUNITY ROADS AND EROSION CONTROL IN SEVERAL LOCATIONS WITHIN OGUN CENTRAL SENATORIAL DISTRICT (2 LOTS),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.3132,68.68
ERGP1245950,"REHABILITATION OF OLADEINDE JOSEPH STREET IN OGUN EAST SENATORIAL DISTRICT, OGUN STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3401,65.99
ERGP1245951,"REPAIR OF 18 KILOMETER AKINFOSILE-EREKITI ASPHALT OVERLAY IN ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,490000000.0,0.2038,79.62
ERGP1245952,"PURCHASE OF TRACTORS AND AGRICULTURAL INPUTS TO FARMERS IN ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3797,62.03
ERGP1245953,"SUPPLY AND INSTALLATION OF TRANSFORMERS ACROSS ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.3058,69.42
ERGP1245954,"INSTALLATION OF SOLAR STREET LIGHTS IN ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.1792,82.08
ERGP1245955,"REHABILITATION OF INNER ROADS IN GEDU SCHEME, OYO (PHASE 1) OYO CENTRAL SENATORIAL DISTRICT, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3062,69.38
ERGP1245956,"REHABILITATION OF INNER ROADS IN GEDU SCHEME, OYO (PHASE 2) OYO CENTRAL SENATORIAL DISTRICT, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3053,69.47
ERGP1245957,"CONSTRUCTION OF A BLOCK OF 6 CLASSROOM WITH TOILET AND OFFICE AT TEMIDIRE COMMUNITY HIGH SCHOOL, ERUWA, IBADAN EAST LGA, OYO SOUTH",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.4271,57.29
ERGP1245958,"STRATEGIC EMPOWERMENT FOR MEN AND WOMEN IN AMAGU,OBIOHA,OSINA, AMANATO AND VAROUS RURAL COMMUNITIES IN NIGERIA",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2450000000.0,0.3804,61.96
ERGP1245959,"EMPOWERMENT SUPPORT WITH ELECTRIC INDUSTRIAL SEWING MACHINE FOR FASHION DESIGNERS THROUGH COOPERATIVE SOCIETIES, MAKE UP BOX AND MAKE UP KITS,",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2240000000.0,0.2704,72.96
ERGP1245960,SUPPLY OF MINI BUSES FOR MASS TRANSIT FOR SELECTED LOCAL GOVERNMENT AREA IN THE FEDERATION,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2170000000.0,0.1925,80.75
ERGP1245961,PROVISION OF TRICYCLES AND MOTOR CYCLES FOR POVERTY ALLEVIATION OF SELECTED COMMUNITIES ACROSS 6 (SIX) GEO-POLITICAL ZONE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2870000000.0,0.1573,84.27
ERGP1245962,PROCUREMENTOF HAIRDRESSING EQUIPMENTS TO VARIOUS COOPERATIVE SOCIETIES IN SELECTED COMMUNITIES SOUTH SOUTH REGION,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.371,62.9
ERGP1245963,"SKILL ACQUISITION IN FISHING, RICE PROCESSING, CASSAVA PROCESSING FOR LARGE SCALE FARMING IN SELECTED COMMUNITIES IN SOUTH SOUTH REGION",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1400000000.0,0.2729,72.71
ERGP1245964,PRODUCTION OF BREEDER AND FOUNDATION GRAINS OF SELECTED HORTICULTURAL CROP IN SOUTHERN STATE (LOT 1-10),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.29,71.0
ERGP1245965,"PROVISION OF DIALYSIS MACHINES, AMBULANCE AND OTHER MEDICAL EQUIPMENTS TO THE DIALYSIS CENTRE, IYIN EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.2504,74.96
ERGP1245966,"CONSTRUCTION OF MODERN DIAGNOSTIC CENTRE IN EKSU TEACHING HOSPITAL, ADO EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.3264,67.36
ERGP1245967,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES IN KANKARA LOCAL GOVERNMENT, KATSINA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.1918,80.82
ERGP1245968,"FURSHING OF MALE AND FEMALE HOSTELS AT GOVERNMENT SCIENCE COLLEGE, IYIN EKITI IN EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.4907,50.93
ERGP1245969,"CONSTRUCTION, FURNISHING AND EQUIPPING OF SCIENCE LABORATORY AT GOVERNMENT SCIENCE COLLEGE, IYIN EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,595000000.0,0.3966,60.34
ERGP1245970,"PROVISION OF AMBULANCE, GENERATOR AND MEDICAL EQUIPMENTS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, ARAMOKO EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2603,73.97
ERGP1245971,"PROVISION OF AMBULANCE, GENERATOR AND MEDICAL EQUIPMENTS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, IJERO EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2642,73.58
ERGP1245972,"PERIMETER FENCING, LANDSCAPPING AND PROVISION OF FURNITURE & DRUGS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, IYIN EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2625,73.75
ERGP1245973,"CAPACITY BUILDING FOR YOUTHS AND WOMEN IN EKITI WEST, ADO AND IJERO LGAS, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.419,58.1
ERGP1245974,"SUPPLY OF EMPOWERMENT KITS IN ADO AND IREPODUN/IFELODUN LGA, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.4085,59.15
ERGP1245975,"VOCATIONAL TRAINING AND EMPOWERMENT IN EKITI WEST, IJERO AND EFON
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4336,56.64
ERGP1245976,"SUPPLY OF FARM INPUTS IN SELECTED COMMUNITIES OF EKITI CENTRAL SENATORIAL DISTRICT, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.3994,60.06
ERGP1245977,"TRAINING AND EMPOWERMENT OF YOUTHS IN ICT IN EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3632,63.68
ERGP1245978,"EQUIPPING OF COMPUTER BASED TEST CENTRE IN GOVERNNENT SCIENCE COLLEGE, IYIN EKITI. EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,245000000.0,0.4618,53.82
ERGP1245979,"PROVISION OF SOLAR POWERED BOREHOLES IN IGEDE, ADO AND IYIN, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.2499,75.01
ERGP1245980,"SUPPLY OF GRAINS TO IJERO, EFON ALAYE AND EKITI WEST LGAS, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4443,55.57
ERGP1245981,"ENTREPRENEURSHIP TRAINING FOR YOUTHS AND WOMEN IN EFON, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4526,54.74
ERGP1245982,"SUPPLY OF EPOWERMENT ITEMS TO INDIGENT WOMEN IN IREPODUN/IFELODUN AND ADO LGAS, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3608,63.92
ERGP1245983,"ENTREPRENEURSHIP TRAINING FOR YOUTHS AND WOMEN IN EKITI WEST AND IJERO, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4441,55.59
ERGP1245984,"PROVISION OF MEDICAL OUTREACH AND SENSITIZATION PROGRAMME IN IPOTI, EKA META, IRUNSIN FARMING COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3137,68.63
ERGP1245985,"MEDICAL OUTREACH AND DISTRIBUTION OF DRUGS FOR SELECTED IN ITA AWURE, OSEMO, IJURIN,IGIRIGIRI,ADO FARMING COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3293,67.07
ERGP1245986,"EDUCATION SUPPORT AND EMPOWERMENT OF UNDERGRADUATES OF AGBORO, ERINIJIYAN,ILORO, AWO, AGO-ASO COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.4283,57.17
ERGP1245987,"SKILL LEVEL DEVELOPMENT AND PROVISION OF STARTER KITS FOR UNEMPLOYED YOUTH AND EMPOWERMENT IN FARMING COMMUNITIES OF IDOFIN,ESURE,IWAJI,",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3734,62.66
ERGP1245988,"ENHANCEMENT TRAINING FOR SMALL HOLDERS BUSINESS IN RURAL FARMING COMMUNITIES OF OBA AYETORO, ILAMUO, ARAROMI OBO,IPOTI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.5083,49.17
ERGP1245989,"SKILL ACQUISITION TRAINING FOR WOMEN AND YOUTH IN ALAWAYE,IDO ILE, UREJE FARMING COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4277,57.23
ERGP1245990,"VOCATIONAL SKILL/EMPOWERMENT TO FARMERS AND MARKET WOMEN IN SELECTED FARMING COMMUNITIES OF ALAGBA MESAN, OROKUTA, IKORO, EKA META",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4272,57.28
ERGP1245991,"ARTISANAL MANPOWER DEVELOPMENT FOR COOPERATIVE SOCIETIES IN TEMIDIRE, ALAHUN, IDOFIN, IWAJI COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4905,50.95
ERGP1245992,"PURCHASE OF OPERATIONAL AND SECURITY VEHICLES FOR EMPOWERMENT PROJECT FOR SELECTED FARMIN COMMUNITIES OF ADO EKITI, IDOFIN,IGIMO,TEMIDIRE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.404,59.6
ERGP1245993,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO EHNACE SECURITY PATROL IN COMMUNITIES OF EKA META, IGEDE,ITA ODO,ITA EWURE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3681,63.19
ERGP1245994,"PROVISION OF SECURITY VEHICLES TO SOME SECURITY AGENCIES TO ENHANCE SECURITY PATROL IN COMMUNITIES OF IPOTI, IJERO, IROKO",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2926,70.74
ERGP1245995,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO SUPPORT SECURITY EFFORTS IN RURAL FARMING COMMUNITIES OF IKOGOSI, OKEMESI,IPOLE,ILORO",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3614,63.86
ERGP1245996,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO EHNACE SECURITY PATROL IN COMMUNITIES OF IROPORA,EYIO EKITI,ESURE, IWOROKO,ORUN",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3496,65.04
ERGP1245997,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF EFON ALAYE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.468,53.2
ERGP1245998,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF ARAMOKO,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.435,56.5
ERGP1245999,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF ADO EKITI,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.4684,53.16
ERGP1246000,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF OKEMESI,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.4611,53.89
ERGP1246001,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF IYIN EKITI,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.4758,52.42
ERGP1246002,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN EFON ALAYE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4377,56.23
ERGP1246003,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN ARAMOKO
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.365,63.5
ERGP1246004,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN ADO EKITI
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4415,55.85
ERGP1246005,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN OKEMESI
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4357,56.43
ERGP1246006,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN IYIN EKITI
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.4559,54.41
ERGP1246007,CONSTRUCTION OF RURAL MARKET STALL (OPEN & CLOSE SHOPS)/ INSTALLATION OF SOLAR LIGHT & BOREHOLE IN SELECTED FARMING COMMUNITIES OF EFON ALAYE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,490000000.0,0.2948,70.52
ERGP1246008,CONSTRUCTION OF RURAL MARKET STALL (OPEN & CLOSE SHOPS)/ INSTALLATION OF SOLAR LIGHT & BOREHOLE IN SELECTED FARMING COMMUNITIES IJERO(LOT1-2),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,490000000.0,0.2687,73.13
ERGP1246009,"PROVISION OF MEDICAL EQUIPMENT/DRUGS TO SELECTED HEALTHCARE CENTRE AND HOSPITAL IN AGBORO,ISOKOWA ,UREJE,AFAO FARMING COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3425,65.75
ERGP1246010,"PROVISION OF MEDICAL EQUIPMENT/DRUGS TO SOME SELECTED HEALTHCARE CENTRE AND HOSPITAL IN IWAJI,ARAROMI FARMING COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2722,72.78
ERGP1246011,"PROVISION OF STRATEGIC EMPOWERMENT MATERIALS TO SELECTED LOCATION OF AGO ADULOJU, ODO OWA, OSEMO COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3984,60.16
ERGP1246012,"PROVISION OF TRACTORS & FARM IMPLEMENT TO SELECTED FARMING COMMUNITIES OF IDO AJEGUNLE, IJURIN,TEMIDIRE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3998,60.02
ERGP1246013,"PROVISION OF TRACTORS FOR DISTIBUTION TO SELECTED FARMING COMMUNITIES IN IWOROKO, IKORO AND ERINJIYAN,",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3631,63.69
ERGP1246014,"PROVISION OF MINI BUSES FOR TRANSPORT ASSOCIATION COOPERATIVE SOCIETY IN IGBO ABA, IPOLE ILORO, OBAKE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.439,56.1
ERGP1246015,"PROVISION OF MINI BUSES FOR SOME SELECTED FARMING COMMUNITIES OF ALAGBA MESAN, IDO AJINARE,ARA, EMIRIN",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3602,63.98
ERGP1246016,"PROVISION OF TRICYCLE TO AID TRANSPORT ASSOCIATION MEMBERS COOPERATIVE GROUP IN IWAJI,IKOGOSI,ILAMUO COMMUNITIES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4122,58.78
ERGP1246017,"PROVISION OF TRICYCLE EMPOWERMENT ITEM TO YOUTH & WOMEN IN SELECTED FARMING AREAS OF IJURIN, ARAMOKO,IJERO",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2758,72.42
ERGP1246018,"PROVISION OF OPEN BODY 3 WHEELS CARGO TRICYCLES TO SELECTED FARMING COMMUNITIES OF ALADURA,ISOKOWA,OKE-ORO,AFAO,AGO ADULOJU",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3146,68.54
ERGP1246019,"PROVISION OF MOTOCYCLES TO AID RURAL YOUTH ENTREPRENEURIAL FARMERS IN SELECTED COMMUNITIES OF IGEDE, IPOTI, EKA META",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3786,62.14
ERGP1246020,"PROVISION AND INSTALLATION OF TRANSFORMERS WITH LT POLES IN SELECTED COMMUNITIES OF ETISUN, EGEDE,ARE,IGIRIGIRI, OROKUTA",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,245000000.0,0.3006,69.94
ERGP1246021,"FURNISHING, EQUIPPING AND CAPACITY ENHANCEMENT OF THE COMPUTER BASED TEST CENTRE, EKSU, ADO EKITI.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1050000000.0,0.392,60.8
ERGP1246022,"CONSTRUCTION OF CLASSROOMS IN ILA-FEDERAL CONSTITUENCY, OSUN STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.4646,53.54
ERGP1246023,CONSTRUCTION OF ULTRA MODERN MARKETS RURAL MARKET WOMEN AND MEN IN VARIOUS COMMUNITIES OF NIGER DELTA STATE OF NIGERIA (LOT 1-5),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1750000000.0,0.3887,61.13
ERGP1246024,CONSTRUCTIONN OF ICT CENRE FOR SELECTED SCHOOLS IN NIGER DELTA STATE (LOT 1-5),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1750000000.0,0.4598,54.02
ERGP1246025,"CONSTRUCTION OF POLICE TRAINING INSTITUTE (SHORT SERVICE) , IBIAKPAN, IKOT EKPENE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,7000000000.0,0.433,56.7
ERGP1246026,"CONSTRUCTION OF PHASE 2 OF ON-CALL DOCTORS AND NURSES RESIDENTIAL QUARTERS AT INTENSIVE CARE UNIT AND AMENITIES CENTRE IN IYIN, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2915,70.85
ERGP1246027,PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES OF MOBA/ILEJEMEJE AND IDO-OSI LOCAL GOVERNMENT AREA OF EKITI STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,189000000.0,0.2199,78.01
ERGP1246028,PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS IN IREPODUN/IFELODUN AND EFON LOCAL GOVERNMENT AREA OF EKITI STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2311,76.89
ERGP1246029,"PROVISION OF SOLAR POWERED STREETLIGHTS TO VARIOUS COMMUNITIES IN ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.1987,80.13
ERGP1246030,"PROVISION OF DEDICATED SOLAR POWER SYSTEM AND SOLAR LIGHTS AT THE DIAGNOSTIC CENTRE, EKSU TEACHING HOSPITAL, ADO EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2065,79.35
ERGP1246031,"PROVISION OF DEDICATED SOLAR POWER SYSTEM AND SOLAR LIGHT AT THE CATHLAB, EKSU TEACHING HOSPITAL, ADO EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2599,74.01
ERGP1246032,"CONSTRUCTION OF INNER ROADS IN IFESOWAPO COMMUNITY, IYIN EKITI, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.3371,66.29
ERGP1246033,"CONSTRUCTION, FURNISHING AND EQUIPING OF EYE CARE CENTRE, IYIN EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.4246,57.54
ERGP1246034,"CONSTRUCTION OF INNER ROADS IN FALEGAN COMMUNITY, ADO EKITI, EKITI STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.3203,67.97
ERGP1246035,"FURNISHING AND EQUIPPING OF INDOOR GAMES HALL AND GYMNASIUM AT IFESOWAPO COMMUNITY, IREPODUN/IFELODUN LOCAL GOVERNMENT AREA",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,315000000.0,0.3919,60.81
ERGP1246036,"PROVISION OF SOLAR STREET LIGHT IN IGBO ETU/APUABI COMMUNITIES OF IYIN EKITI, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2485,75.15
ERGP1246037,"UPGRADING, LANDSCAPING AND STREET LIGHTNING OF PHASE 1 AND PHASE 2 OF THE MALE MEDICAL HALL OF RESIDENCE AT EKSU, ADO EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2474,75.26
ERGP1246038,"UPGRADING, LANDSCAPING AND STREET LIGHTNING OF PHASE 1 AND PHASE 2 OF FEMALE MEDICAL HALL OF RESIDENCE AT EKSU, ADO EKITI",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2619,73.81
ERGP1246039,PROVISION OF COASTER BUSES AND UTILITY VEHICLES TO SELECTED SCHOOLS AND SECURITY OUTFITS IN EKITI CENTRAL SENATORIAL DISTRICT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.299,70.1
ERGP1246040,"CONSTRUCTION OF SELECTED ROADS IN IDO/IBARAPA EAST LOCAL GOVERNMENT, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3893,61.07
ERGP1246041,CONSTRUCTION OF INNOVATION HUB AND DATA PROTECTION CENTRE IN IFESOWAPO COMMUNITY OF IREPODUN/IFELODUN LOCAL GOVERNMENT AREA,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.392,60.8
ERGP1246042,PROVISION OF EMPOWERMENT ITEMS FOR YOUTHS AND WOMEN IN LAGOS EAST SENATORIAL DISTRICT.,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3501,64.99
ERGP1246043,"REHABILITATION OF AIYEBEMI STREET, OJOWO, IJEBU IGBO, OGUN STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3904,60.96
ERGP1246044,"""SKILL DEVELOPMENT AND CAPACITY ENHANCEMENT FOR YOUTH AND WOMEN IN LAGOS EAST SENATORIAL DISTRICT """,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,420000000.0,0.3806,61.94
ERGP1246045,CAPACITY ENHANCEMENT IN NEW AGRICULTURAL TECHNOLOGIES FOR FARMING CLUSTER IN YEWA NORTH LOCAL GOVERNMENT AREA AND IMEKO-AFON LOCAL,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3965,60.35
ERGP1246046,"ENTREPRENEURIAL SKILLS TRAINING, DEVELOPMENT AND EMPOWERMENT PROGRAM IN INFORMATION TECHNOLOGY, COMMUNICATION AND DIGITAL ENGAGEMENTS FOR",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.27,73.0
ERGP1246047,"CAPACITY BUILDING AND TRAINING AND EQUIPMENT OF SPECIAL EDUCATION TEACHERS AND INSTRUCTORS ON DIFFERENT INSTRUCTIONAL MATERIALS,",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.207,79.3
ERGP1246048,"""CONSTRUCTION OF BLOCKS OF CLASSROOMS IN SCHOOLS IN ADO ODO/ OTA FEDERAL CONSTITUENCY """,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4734,52.66
